date,sp500_ret
2001-08-23,-0.002899
2001-08-24,0.019594
2001-08-27,-0.004758
2001-08-28,-0.015032
2001-08-29,-0.01116
2001-08-30,-0.016924
2001-08-31,0.004151
2001-09-04,-0.000583
2001-09-05,-0.000843
2001-09-06,-0.022362
2001-09-07,-0.018559
2001-09-10,0.006272
2001-09-17,-0.048809
2001-09-18,-0.005685
2001-09-19,-0.015842
2001-09-20,-0.030608
2001-09-21,-0.019294
2001-09-24,0.039014
2001-09-25,0.008676
2001-09-26,-0.004796
2001-09-27,0.011205
2001-09-28,0.021785
2001-10-01,-0.002042
2001-10-02,0.012118
2001-10-03,0.020305
2001-10-04,-0.002687
2001-10-05,0.001936
2001-10-08,-0.008232
2001-10-09,-0.005335
2001-10-10,0.022807
2001-10-11,0.015018
2001-10-12,-0.005068
2001-10-15,-0.001281
2001-10-16,0.007021
2001-10-17,-0.018789
2001-10-18,-0.007369
2001-10-19,0.004644
2001-10-22,0.015345
2001-10-23,-0.004935
2001-10-24,0.000428
2001-10-25,0.013861
2001-10-26,0.003997
2001-10-29,-0.023652
2001-10-30,-0.017126
2001-10-31,7e-06
2001-11-01,0.023063
2001-11-02,0.003038
2001-11-05,0.014451
2001-11-06,0.014678
2001-11-07,-0.002384
2001-11-08,0.002338
2001-11-09,0.001478
2001-11-12,-0.001631
2001-11-13,0.018697
2001-11-14,0.002472
2001-11-15,0.001131
2001-11-16,-0.003265
2001-11-19,0.010845
2001-11-20,-0.007236
2001-11-21,-0.004852
2001-11-23,0.011676
2001-11-26,0.006317
2001-11-27,-0.006856
2001-11-28,-0.01802
2001-11-29,0.010498
2001-11-30,-0.000663
2001-12-03,-0.008463
2001-12-04,0.013202
2001-12-05,0.022692
2001-12-06,-0.002598
2001-12-07,-0.007555
2001-12-10,-0.015739
2001-12-11,-0.002868
2001-12-12,0.000496
2001-12-13,-0.01554
2001-12-14,0.003273
2001-12-17,0.010135
2001-12-18,0.007712
2001-12-19,0.005992
2001-12-20,-0.008188
2001-12-21,0.004232
2001-12-24,-0.000286
2001-12-26,0.004117
2001-12-27,0.006945
2001-12-28,0.003304
2001-12-31,-0.011112
2002-01-02,0.005897
2002-01-03,0.009302
2002-01-04,0.006248
2002-01-07,-0.006477
2002-01-08,-0.003317
2002-01-09,-0.00471
2002-01-10,0.001231
2002-01-11,-0.009368
2002-01-14,-0.006209
2002-01-15,0.006759
2002-01-16,-0.016412
2002-01-17,0.010413
2002-01-18,-0.009908
2002-01-22,-0.007226
2002-01-23,0.007627
2002-01-24,0.003444
2002-01-25,0.001022
2002-01-28,-0.00021
2002-01-29,-0.028604
2002-01-30,0.011895
2002-01-31,0.015062
2002-02-01,-0.007371
2002-02-04,-0.024551
2002-02-05,-0.003882
2002-02-06,-0.006016
2002-02-07,-0.002897
2002-02-08,0.014955
2002-02-11,0.014354
2002-02-12,-0.003956
2002-02-13,0.01034
2002-02-14,-0.001707
2002-02-15,-0.011077
2002-02-19,-0.01881
2002-02-20,0.013757
2002-02-21,-0.015566
2002-02-22,0.007934
2002-02-25,0.018069
2002-02-26,2e-06
2002-02-27,0.00089
2002-02-28,-0.002858
2002-03-01,0.022751
2002-03-04,0.019576
2002-03-05,-0.006701
2002-03-06,0.014598
2002-03-07,-0.004533
2002-03-08,0.005946
2002-03-11,0.003259
2002-03-12,-0.002261
2002-03-13,-0.009669
2002-03-14,-0.000854
2002-03-15,0.011431
2002-03-18,-0.000649
2002-03-19,0.004117
2002-03-20,-0.015796
2002-03-21,0.001608
2002-03-22,-0.004151
2002-03-25,-0.014667
2002-03-26,0.006045
2002-03-27,0.005253
2002-03-28,0.002583
2002-04-01,-0.001007
2002-04-02,-0.008665
2002-04-03,-0.009769
2002-04-04,0.001006
2002-04-05,-0.003188
2002-04-08,0.002535
2002-04-09,-0.006698
2002-04-10,0.011447
2002-04-11,-0.023712
2002-04-12,0.006875
2002-04-15,-0.007851
2002-04-16,0.023342
2002-04-17,-0.002028
2002-04-18,-0.001395
2002-04-19,0.000537
2002-04-22,-0.015421
2002-04-23,-0.006119
2002-04-24,-0.007069
2002-04-25,-0.001515
2002-04-26,-0.013817
2002-04-29,-0.010137
2002-04-30,0.010847
2002-05-01,0.008925
2002-05-02,-0.001734
2002-05-03,-0.010451
2002-05-06,-0.019451
2002-05-07,-0.002952
2002-05-08,0.037787
2002-05-09,-0.014458
2002-05-10,-0.016819
2002-05-13,0.01868
2002-05-14,0.02127
2002-05-15,-0.005369
2002-05-16,0.006577
2002-05-17,0.007806
2002-05-20,-0.01318
2002-05-21,-0.011087
2002-05-22,0.005715
2002-05-23,0.01019
2002-05-24,-0.012327
2002-05-28,-0.008512
2002-05-29,-0.006341
2002-05-30,-0.002676
2002-05-31,0.00224
2002-06-03,-0.024935
2002-06-04,0.000105
2002-06-05,0.00932
2002-06-06,-0.019821
2002-06-07,-0.001546
2002-06-10,0.003383
2002-06-11,-0.016831
2002-06-12,0.006998
2002-06-13,-0.010477
2002-06-14,-0.002054
2002-06-17,0.028663
2002-06-18,0.000924
2002-06-19,-0.016437
2002-06-20,-0.013501
2002-06-21,-0.01719
2002-06-24,0.00366
2002-06-25,-0.016876
2002-06-26,-0.00212
2002-06-27,0.017571
2002-06-28,-0.001056
2002-07-01,-0.021579
2002-07-02,-0.020978
2002-07-03,0.006182
2002-07-05,0.036595
2002-07-08,-0.011927
2002-07-09,-0.02476
2002-07-10,-0.03339
2002-07-11,0.007639
2002-07-12,-0.006274
2002-07-15,-0.003375
2002-07-16,-0.018342
2002-07-17,0.005464
2002-07-18,-0.027239
2002-07-19,-0.037928
2002-07-22,-0.032847
2002-07-23,-0.026776
2002-07-24,0.057541
2002-07-25,-0.005814
2002-07-26,0.017077
2002-07-29,0.054307
2002-07-30,0.004327
2002-07-31,0.00992
2002-08-01,-0.029658
2002-08-02,-0.022838
2002-08-05,-0.0343
2002-08-06,0.029969
2002-08-07,0.020293
2002-08-08,0.032876
2002-08-09,0.003703
2002-08-12,-0.005184
2002-08-13,-0.021696
2002-08-14,0.040437
2002-08-15,0.011664
2002-08-16,-0.001583
2002-08-19,0.023686
2002-08-20,-0.013976
2002-08-21,0.01284
2002-08-22,0.014268
2002-08-23,-0.022789
2002-08-26,0.007781
2002-08-27,-0.013999
2002-08-28,-0.018013
2002-08-29,-3.3e-05
2002-08-30,-0.001847
2002-09-03,-0.041685
2002-09-04,0.017916
2002-09-05,-0.015934
2002-09-06,0.016837
2002-09-09,0.010296
2002-09-10,0.007358
2002-09-11,5.2e-05
2002-09-12,-0.024614
2002-09-13,0.003234
2002-09-16,0.001572
2002-09-17,-0.019903
2002-09-18,-0.004449
2002-09-19,-0.03024
2002-09-20,0.002421
2002-09-23,-0.013856
2002-09-24,-0.017242
2002-09-25,0.025197
2002-09-26,0.018286
2002-09-27,-0.0324
2002-09-30,-0.014676
2002-10-01,0.040142
2002-10-02,-0.023463
2002-10-03,-0.010939
2002-10-04,-0.022356
2002-10-07,-0.018998
2002-10-08,0.017385
2002-10-09,-0.02732
2002-10-10,0.035139
2002-10-11,0.039184
2002-10-14,0.007451
2002-10-15,0.047306
2002-10-16,-0.023981
2002-10-17,0.022417
2002-10-18,0.00595
2002-10-21,0.0173
2002-10-22,-0.010559
2002-10-23,0.00671
2002-10-24,-0.015268
2002-10-25,0.017164
2002-10-28,-0.008141
2002-10-29,-0.008896
2002-10-30,0.009984
2002-10-31,-0.005451
2002-11-01,0.017241
2002-11-04,0.008064
2002-11-05,0.007853
2002-11-06,0.009268
2002-11-07,-0.022657
2002-11-08,-0.008776
2002-11-11,-0.020847
2002-11-12,0.007818
2002-11-13,-0.000251
2002-11-14,0.024892
2002-11-15,0.006208
2002-11-18,-0.010388
2002-11-19,-0.003942
2002-11-20,0.019632
2002-11-21,0.021612
2002-11-22,-0.003658
2002-11-25,0.002631
2002-11-26,-0.02065
2002-11-27,0.028154
2002-11-29,-0.002801
2002-12-02,-0.001923
2002-12-03,-0.014582
2002-12-04,-0.003214
2002-12-05,-0.012101
2002-12-06,0.006233
2002-12-09,-0.022088
2002-12-10,0.01409
2002-12-11,0.000761
2002-12-12,-0.003809
2002-12-13,-0.013341
2002-12-16,0.023527
2002-12-17,-0.008152
2002-12-18,-0.013111
2002-12-19,-0.007509
2002-12-20,0.013063
2002-12-23,0.001769
2002-12-24,-0.005496
2002-12-26,-0.003133
2002-12-27,-0.015639
2002-12-30,0.004597
2002-12-31,0.000696
2003-01-02,0.033246
2003-01-03,-0.000367
2003-01-06,0.022473
2003-01-07,-0.006533
2003-01-08,-0.013812
2003-01-09,0.01938
2003-01-10,-0.000159
2003-01-13,-0.001301
2003-01-14,0.005722
2003-01-15,-0.014373
2003-01-16,-0.003915
2003-01-17,-0.013969
2003-01-21,-0.015645
2003-01-22,-0.010349
2003-01-23,0.009972
2003-01-24,-0.02916
2003-01-27,-0.016181
2003-01-28,0.012975
2003-01-29,0.006993
2003-01-30,-0.022557
2003-01-31,0.013113
2003-02-03,0.005461
2003-02-04,-0.013943
2003-02-05,-0.005392
2003-02-06,-0.006321
2003-02-07,-0.009932
2003-02-10,0.007597
2003-02-11,-0.008036
2003-02-12,-0.01223
2003-02-13,-0.00152
2003-02-14,0.021282
2003-02-18,0.019581
2003-02-19,-0.006785
2003-02-20,-0.009393
2003-02-21,0.013112
2003-02-24,-0.018206
2003-02-25,0.007138
2003-02-26,-0.012801
2003-02-27,0.011728
2003-02-28,0.004509
2003-03-03,-0.007534
2003-03-04,-0.015318
2003-03-05,0.009855
2003-03-06,-0.009021
2003-03-07,0.008279
2003-03-10,-0.025728
2003-03-11,-0.008296
2003-03-12,0.004763
2003-03-13,0.034451
2003-03-14,0.001537
2003-03-17,0.035568
2003-03-18,0.00435
2003-03-19,0.008761
2003-03-20,0.002012
2003-03-21,0.023012
2003-03-24,-0.035073
2003-03-25,0.01211
2003-03-26,-0.005364
2003-03-27,-0.001528
2003-03-28,-0.005695
2003-03-31,-0.01778
2003-04-01,0.012179
2003-04-02,0.026384
2003-04-03,-0.005007
2003-04-04,0.002645
2003-04-07,0.001289
2003-04-08,-0.001538
2003-04-09,-0.013951
2003-04-10,0.006378
2003-04-11,-0.003608
2003-04-14,0.019493
2003-04-15,0.006465
2003-04-16,-0.01219
2003-04-17,0.015607
2003-04-21,-0.001818
2003-04-22,0.021682
2003-04-23,0.008705
2003-04-24,-0.008316
2003-04-25,-0.013862
2003-04-28,0.018076
2003-04-29,0.00335
2003-04-30,-0.000962
2003-05-01,-0.000452
2003-05-02,0.015234
2003-05-05,-0.003538
2003-05-06,0.008504
2003-05-07,-0.005106
2003-05-08,-0.009991
2003-05-09,0.014479
2003-05-12,0.012629
2003-05-13,-0.002764
2003-05-14,-0.002883
2003-05-15,0.007774
2003-05-16,-0.002362
2003-05-19,-0.024943
2003-05-20,-0.00114
2003-05-21,0.004004
2003-05-22,0.009243
2003-05-23,0.001544
2003-05-27,0.019697
2003-05-28,0.002053
2003-05-29,-0.003851
2003-05-30,0.014925
2003-06-02,0.003332
2003-06-03,0.00484
2003-06-04,0.015265
2003-06-05,0.004117
2003-06-06,-0.002472
2003-06-09,-0.011825
2003-06-10,0.009157
2003-06-11,0.013183
2003-06-12,0.000975
2003-06-13,-0.010008
2003-06-16,0.022413
2003-06-17,0.001095
2003-06-18,-0.001437
2003-06-19,-0.015104
2003-06-20,0.001001
2003-06-23,-0.014234
2003-06-24,0.00199
2003-06-25,-0.008161
2003-06-26,0.010949
2003-06-27,-0.009802
2003-06-30,-0.001559
2003-07-01,0.008154
2003-07-02,0.011611
2003-07-03,-0.007889
2003-07-07,0.018744
2003-07-08,0.003558
2003-07-09,-0.005333
2003-07-10,-0.01337
2003-07-11,0.009603
2003-07-14,0.006048
2003-07-15,-0.003806
2003-07-16,-0.006115
2003-07-17,-0.01232
2003-07-18,0.011728
2003-07-21,-0.014638
2003-07-22,0.009655
2003-07-23,0.000771
2003-07-24,-0.007269
2003-07-25,0.017468
2003-07-28,-0.002175
2003-07-29,-0.007285
2003-07-30,-0.001563
2003-07-31,0.003175
2003-08-01,-0.010252
2003-08-04,0.002728
2003-08-05,-0.017644
2003-08-06,0.001924
2003-08-07,0.007343
2003-08-08,0.003572
2003-08-11,0.003208
2003-08-12,0.010111
2003-08-13,-0.006115
2003-08-14,0.006488
2003-08-15,0.000418
2003-08-18,0.00933
2003-08-19,0.002735
2003-08-20,-0.002009
2003-08-21,0.003015
2003-08-22,-0.01019
2003-08-25,0.000658
2003-08-26,0.002993
2003-08-27,0.000334
2003-08-28,0.006119
2003-08-29,0.00527
2003-09-02,0.013941
2003-09-03,0.004405
2003-09-04,0.001619
2003-09-05,-0.006311
2003-09-08,0.010195
2003-09-09,-0.00849
2003-09-10,-0.011686
2003-09-11,0.005713
2003-09-12,0.002236
2003-09-15,-0.00364
2003-09-16,0.014114
2003-09-17,-0.003231
2003-09-18,0.013328
2003-09-19,-0.002951
2003-09-22,-0.013256
2003-09-23,0.005983
2003-09-24,-0.018881
2003-09-25,-0.005729
2003-09-26,-0.00639
2003-09-29,0.009571
2003-09-30,-0.010383
2003-10-01,0.022056
2003-10-02,0.002432
2003-10-03,0.00929
2003-10-06,0.004461
2003-10-07,0.004694
2003-10-08,-0.004692
2003-10-09,0.004844
2003-10-10,-0.000769
2003-10-13,0.006812
2003-10-14,0.003898
2003-10-15,-0.002594
2003-10-16,0.003124
2003-10-17,-0.010133
2003-10-20,0.005171
2003-10-21,0.001332
2003-10-22,-0.0148
2003-10-23,0.003225
2003-10-24,-0.004808
2003-10-27,0.002041
2003-10-28,0.015162
2003-10-29,0.001575
2003-10-30,-0.000914
2003-10-31,0.00339
2003-11-03,0.008194
2003-11-04,-0.005461
2003-11-05,-0.001016
2003-11-06,0.005769
2003-11-07,-0.004391
2003-11-10,-0.005751
2003-11-11,-0.000464
2003-11-12,0.011811
2003-11-13,-4e-05
2003-11-14,-0.007441
2003-11-17,-0.006666
2003-11-18,-0.008659
2003-11-19,0.008253
2003-11-20,-0.008429
2003-11-21,0.001325
2003-11-24,0.015991
2003-11-25,0.002153
2003-11-26,0.004292
2003-11-28,0.000257
2003-12-01,0.010864
2003-12-02,-0.003141
2003-12-03,-0.001255
2003-12-04,0.004582
2003-12-05,-0.007591
2003-12-08,0.006946
2003-12-09,-0.008243
2003-12-10,-0.000868
2003-12-11,0.011753
2003-12-12,0.002678
2003-12-15,-0.005515
2003-12-16,0.006368
2003-12-17,0.001538
2003-12-18,0.012038
2003-12-19,-0.000488
2003-12-22,0.003851
2003-12-23,0.002831
2003-12-24,-0.001779
2003-12-26,0.001659
2003-12-29,0.012699
2003-12-30,5.8e-05
2003-12-31,0.001977
2004-01-02,-0.002718
2004-01-05,0.012364
2004-01-06,0.001528
2004-01-07,0.002585
2004-01-08,0.004679
2004-01-09,-0.008475
2004-01-12,0.004793
2004-01-13,-0.005393
2004-01-14,0.008278
2004-01-15,0.001495
2004-01-16,0.006694
2004-01-20,-0.000525
2004-01-21,0.007649
2004-01-22,-0.003036
2004-01-23,-0.002351
2004-01-26,0.012178
2004-01-27,-0.009621
2004-01-28,-0.013277
2004-01-29,0.005016
2004-01-30,-0.002478
2004-02-02,0.00364
2004-02-03,0.000614
2004-02-04,-0.008127
2004-02-05,0.002054
2004-02-06,0.012434
2004-02-09,-0.002286
2004-02-10,0.00484
2004-02-11,0.011368
2004-02-12,-0.004601
2004-02-13,-0.005269
2004-02-17,0.009678
2004-02-18,-0.004407
2004-02-19,-0.003957
2004-02-20,-0.0025
2004-02-23,-0.00287
2004-02-24,-0.001514
2004-02-25,0.00426
2004-02-26,0.001237
2004-02-27,-2.4e-05
2004-03-01,0.009762
2004-03-02,-0.005752
2004-03-03,0.001919
2004-03-04,0.003157
2004-03-05,0.001926
2004-03-08,-0.00826
2004-03-09,-0.005721
2004-03-10,-0.014679
2004-03-11,-0.014918
2004-03-12,0.012322
2004-03-15,-0.01423
2004-03-16,0.00573
2004-03-17,0.011729
2004-03-18,-0.001203
2004-03-19,-0.0112
2004-03-22,-0.013048
2004-03-23,-0.001156
2004-03-24,-0.002434
2004-03-25,0.016205
2004-03-26,-0.000815
2004-03-29,0.013132
2004-03-30,0.004023
2004-03-31,-0.000659
2004-04-01,0.005424
2004-04-02,0.008512
2004-04-05,0.007584
2004-04-06,-0.001835
2004-04-07,-0.006451
2004-04-08,-0.001078
2004-04-12,0.005075
2004-04-13,-0.013717
2004-04-14,-0.001355
2004-04-15,0.000772
2004-04-16,0.005128
2004-04-19,0.000979
2004-04-20,-0.015488
2004-04-21,0.0054
2004-04-22,0.014153
2004-04-23,0.000457
2004-04-26,-0.004327
2004-04-27,0.002277
2004-04-28,-0.01386
2004-04-29,-0.007203
2004-04-30,-0.005701
2004-05-03,0.009065
2004-05-04,0.001954
2004-05-05,0.001962
2004-05-06,-0.006614
2004-05-07,-0.013799
2004-05-10,-0.01045
2004-05-11,0.007734
2004-05-12,0.00216
2004-05-13,-0.000728
2004-05-14,-0.000652
2004-05-17,-0.010458
2004-05-18,0.006922
2004-05-19,-0.002406
2004-05-20,0.000429
2004-05-21,0.004089
2004-05-24,0.001645
2004-05-25,0.016007
2004-05-26,0.001853
2004-05-27,0.005851
2004-05-28,-0.000495
2004-06-01,0.000453
2004-06-02,0.003755
2004-06-03,-0.007405
2004-06-04,0.005301
2004-06-07,0.015999
2004-06-08,0.001497
2004-06-09,-0.009407
2004-06-10,0.004535
2004-06-14,-0.009595
2004-06-15,0.006175
2004-06-16,0.001322
2004-06-17,-0.001251
2004-06-18,0.002568
2004-06-21,-0.004012
2004-06-22,0.003691
2004-06-23,0.008492
2004-06-24,-0.002716
2004-06-25,-0.004353
2004-06-28,-0.002032
2004-06-29,0.002597
2004-06-30,0.004081
2004-07-01,-0.010314
2004-07-02,-0.00315
2004-07-06,-0.008059
2004-07-07,0.002064
2004-07-08,-0.008176
2004-07-09,0.00336
2004-07-12,0.001347
2004-07-13,0.000891
2004-07-14,-0.003252
2004-07-15,-0.004479
2004-07-16,-0.004617
2004-07-19,-0.000583
2004-07-20,0.007021
2004-07-21,-0.013014
2004-07-22,0.002476
2004-07-23,-0.009586
2004-07-26,-0.001908
2004-07-27,0.009859
2004-07-28,0.000861
2004-07-29,0.004932
2004-07-30,0.001215
2004-08-02,0.004189
2004-08-03,-0.006303
2004-08-04,-0.000739
2004-08-05,-0.016296
2004-08-06,-0.015405
2004-08-09,0.00123
2004-08-10,0.012917
2004-08-11,-0.002377
2004-08-12,-0.011584
2004-08-13,0.001654
2004-08-16,0.013586
2004-08-17,0.002233
2004-08-18,0.012678
2004-08-19,-0.003601
2004-08-20,0.006546
2004-08-23,-0.002431
2004-08-24,0.000513
2004-08-25,0.008058
2004-08-26,9.9e-05
2004-08-27,0.002605
2004-08-30,-0.007672
2004-08-31,0.004626
2004-09-01,0.001866
2004-09-02,0.011267
2004-09-03,-0.004149
2004-09-07,0.006902
2004-09-08,-0.00432
2004-09-09,0.001967
2004-09-10,0.004951
2004-09-13,0.001872
2004-09-14,0.002343
2004-09-15,-0.00705
2004-09-16,0.002814
2004-09-17,0.004516
2004-09-20,-0.005686
2004-09-21,0.006354
2004-09-22,-0.01382
2004-09-23,-0.004464
2004-09-24,0.001552
2004-09-27,-0.006009
2004-09-28,0.006142
2004-09-29,0.004333
2004-09-30,-0.000249
2004-10-01,0.015042
2004-10-04,0.00345
2004-10-05,-0.000651
2004-10-06,0.007019
2004-10-07,-0.009879
2004-10-08,-0.007454
2004-10-11,0.001978
2004-10-12,-0.00234
2004-10-13,-0.007265
2004-10-14,-0.00929
2004-10-15,0.004392
2004-10-18,0.005151
2004-10-19,-0.009663
2004-10-20,0.000547
2004-10-21,0.002661
2004-10-22,-0.009728
2004-10-25,-0.000867
2004-10-26,0.01472
2004-10-27,0.013171
2004-10-28,0.001992
2004-10-29,0.002484
2004-11-01,0.000382
2004-11-02,0.0001
2004-11-03,0.011265
2004-11-04,0.016264
2004-11-05,0.00398
2004-11-08,-0.001069
2004-11-09,-0.000257
2004-11-10,-0.000856
2004-11-11,0.009059
2004-11-12,0.00898
2004-11-15,1.4e-05
2004-11-16,-0.006985
2004-11-17,0.005632
2004-11-18,0.0013
2004-11-19,-0.011029
2004-11-22,0.005811
2004-11-23,-0.000215
2004-11-24,0.004204
2004-11-26,0.00082
2004-11-29,-0.003267
2004-11-30,-0.00393
2004-12-01,0.015123
2004-12-02,-0.000894
2004-12-03,0.000744
2004-12-06,-0.000699
2004-12-07,-0.010808
2004-12-08,0.004761
2004-12-09,0.005408
2004-12-10,-0.001076
2004-12-13,0.009072
2004-12-14,0.003944
2004-12-15,0.002063
2004-12-16,-0.002021
2004-12-17,-0.007143
2004-12-20,2.9e-05
2004-12-21,0.009052
2004-12-22,0.003746
2004-12-23,0.00053
2004-12-27,-0.004327
2004-12-28,0.007054
2004-12-29,0.000177
2004-12-30,0.000114
2004-12-31,-0.001332
2005-01-03,-0.008183
2005-01-04,-0.011433
2005-01-05,-0.003554
2005-01-06,0.003732
2005-01-07,-0.001434
2005-01-10,0.003391
2005-01-11,-0.006016
2005-01-12,0.004448
2005-01-13,-0.008636
2005-01-14,0.006056
2005-01-18,0.00976
2005-01-19,-0.009412
2005-01-20,-0.007726
2005-01-21,-0.006536
2005-01-24,-0.003465
2005-01-25,0.003904
2005-01-26,0.004918
2005-01-27,0.000607
2005-01-28,-0.002654
2005-01-31,0.00853
2005-02-01,0.006962
2005-02-02,0.003312
2005-02-03,-0.002412
2005-02-04,0.011112
2005-02-07,-0.001094
2005-02-08,0.000797
2005-02-09,-0.008406
2005-02-10,0.004295
2005-02-11,0.007176
2005-02-14,0.000858
2005-02-15,0.003244
2005-02-16,0.000143
2005-02-17,-0.007787
2005-02-18,0.000722
2005-02-22,-0.014433
2005-02-23,0.005704
2005-02-24,0.008175
2005-02-25,0.009481
2005-02-28,-0.006486
2005-03-01,0.005575
2005-03-02,0.000169
2005-03-03,0.00038
2005-03-04,0.009668
2005-03-07,0.002533
2005-03-08,-0.004759
2005-03-09,-0.009975
2005-03-10,0.001724
2005-03-11,-0.007113
2005-03-14,0.00553
2005-03-15,-0.007464
2005-03-16,-0.00799
2005-03-17,0.001737
2005-03-18,-0.000502
2005-03-21,-0.004879
2005-03-22,-0.01008
2005-03-23,0.000719
2005-03-24,-0.000851
2005-03-28,0.002432
2005-03-29,-0.007431
2005-03-30,0.013874
2005-03-31,-0.000626
2005-04-01,-0.006551
2005-04-04,0.003059
2005-04-05,0.004415
2005-04-06,0.002461
2005-04-07,0.005962
2005-04-08,-0.008262
2005-04-11,0.0
2005-04-12,0.005602
2005-04-13,-0.011597
2005-04-14,-0.00998
2005-04-15,-0.016666
2005-04-18,0.002891
2005-04-19,0.00601
2005-04-20,-0.0131
2005-04-21,0.019396
2005-04-22,-0.006543
2005-04-25,0.00857
2005-04-26,-0.008713
2005-04-27,0.004134
2005-04-28,-0.011232
2005-04-29,0.011924
2005-05-02,0.004631
2005-05-03,-0.000665
2005-05-04,0.012439
2005-05-05,-0.002367
2005-05-06,-0.001131
2005-05-09,0.006458
2005-05-10,-0.010715
2005-05-11,0.004677
2005-05-12,-0.010012
2005-05-13,-0.004432
2005-05-16,0.01027
2005-05-17,0.006984
2005-05-18,0.0103
2005-05-19,0.004722
2005-05-20,-0.001613
2005-05-23,0.003976
2005-05-24,0.000168
2005-05-25,-0.003358
2005-05-26,0.006507
2005-05-27,0.001139
2005-05-31,-0.006018
2005-06-01,0.009253
2005-06-02,0.001899
2005-06-03,-0.006863
2005-06-06,0.001293
2005-06-07,-0.000229
2005-06-08,-0.00203
2005-06-09,0.005391
2005-06-10,-0.002336
2005-06-13,0.002484
2005-06-14,0.002762
2005-06-15,0.002341
2005-06-16,0.003619
2005-06-17,0.004866
2005-06-20,-0.000713
2005-06-21,-0.002065
2005-06-22,0.000285
2005-06-23,-0.010609
2005-06-24,-0.00759
2005-06-27,-0.000732
2005-06-28,0.009353
2005-06-29,-0.001211
2005-06-30,-0.007188
2005-07-01,0.002837
2005-07-05,0.009006
2005-07-06,-0.008072
2005-07-07,0.002497
2005-07-08,0.011644
2005-07-11,0.00632
2005-07-12,0.002328
2005-07-13,0.000996
2005-07-14,0.002641
2005-07-15,0.001158
2005-07-18,-0.005506
2005-07-19,0.00683
2005-07-20,0.004731
2005-07-21,-0.006551
2005-07-22,0.005308
2005-07-25,-0.003734
2005-07-26,0.001625
2005-07-27,0.004746
2005-07-28,0.005865
2005-07-29,-0.007682
2005-08-01,0.000921
2005-08-02,0.007203
2005-08-03,0.000961
2005-08-04,-0.007454
2005-08-05,-0.007581
2005-08-08,-0.00269
2005-08-09,0.006739
2005-08-10,-0.001457
2005-08-11,0.007087
2005-08-12,-0.005901
2005-08-15,0.002988
2005-08-16,-0.011863
2005-08-17,0.000947
2005-08-18,-0.000896
2005-08-19,0.000645
2005-08-22,0.001575
2005-08-23,-0.0034
2005-08-24,-0.006496
2005-08-25,0.002298
2005-08-26,-0.005893
2005-08-29,0.006146
2005-08-30,-0.003062
2005-08-31,0.010118
2005-09-01,0.001168
2005-09-02,-0.002892
2005-09-06,0.012683
2005-09-07,0.002604
2005-09-08,-0.003834
2005-09-09,0.007993
2005-09-12,-0.000658
2005-09-13,-0.00733
2005-09-14,-0.003321
2005-09-15,0.000423
2005-09-16,0.008105
2005-09-19,-0.005402
2005-09-20,-0.007778
2005-09-21,-0.009393
2005-09-22,0.003907
2005-09-23,0.000566
2005-09-26,0.000305
2005-09-27,7.8e-05
2005-09-28,0.001166
2005-09-29,0.008925
2005-09-30,0.001059
2005-10-03,-0.001686
2005-10-04,-0.00981
2005-10-05,-0.014432
2005-10-06,-0.004147
2005-10-07,0.003787
2005-10-10,-0.00714
2005-10-11,-0.001927
2005-10-12,-0.005934
2005-10-13,-0.000623
2005-10-14,0.008248
2005-10-17,0.003046
2005-10-18,-0.00996
2005-10-19,0.015022
2005-10-20,-0.01501
2005-10-21,0.001615
2005-10-24,0.016778
2005-10-25,-0.002479
2005-10-26,-0.004176
2005-10-27,-0.010418
2005-10-28,0.01658
2005-10-31,0.00751
2005-11-01,-0.003382
2005-11-02,0.010144
2005-11-03,0.004592
2005-11-04,0.000277
2005-11-07,0.002369
2005-11-08,-0.002964
2005-11-09,0.001656
2005-11-10,0.008832
2005-11-11,0.003027
2005-11-14,-0.000716
2005-11-15,-0.003739
2005-11-16,0.002052
2005-11-17,0.009395
2005-11-18,0.004443
2005-11-21,0.005291
2005-11-22,0.005053
2005-11-23,0.003624
2005-11-25,0.002014
2005-11-28,-0.008404
2005-11-29,7.6e-05
2005-11-30,-0.006012
2005-12-01,0.012035
2005-12-02,0.000414
2005-12-05,-0.002464
2005-12-06,0.001262
2005-12-07,-0.004769
2005-12-08,-0.001017
2005-12-09,0.002859
2005-12-12,0.001008
2005-12-13,0.005631
2005-12-14,0.004246
2005-12-15,-0.001405
2005-12-16,-0.002829
2005-12-19,-0.005893
2005-12-20,-0.00032
2005-12-21,0.002485
2005-12-22,0.004371
2005-12-23,0.000513
2005-12-27,-0.00953
2005-12-28,0.001441
2005-12-29,-0.002898
2005-12-30,-0.004988
2006-01-03,0.016341
2006-01-04,0.003931
2006-01-05,2.8e-05
2006-01-06,0.009559
2006-01-09,0.00371
2006-01-10,-0.00034
2006-01-11,0.003637
2006-01-12,-0.006328
2006-01-13,0.001146
2006-01-17,-0.003727
2006-01-18,-0.003855
2006-01-19,0.005627
2006-01-20,-0.018242
2006-01-23,0.001952
2006-01-24,0.002346
2006-01-25,-0.001663
2006-01-26,0.007313
2006-01-27,0.007846
2006-01-30,0.001336
2006-01-31,-0.004009
2006-02-01,0.00196
2006-02-02,-0.008613
2006-02-03,-0.005509
2006-02-06,0.00066
2006-02-07,-0.008058
2006-02-08,0.009058
